,filename,width,height,class,xmin,ymin,xmax,ymax
1044,Shirt_Polo_15.jpg,112,134,Shirt_Polo,1,1,112,129
1045,Shirt_Polo_16.jpg,232,198,Shirt_Polo,5,14,231,197
1046,Shirt_Polo_17.jpg,230,214,Shirt_Polo,56,25,230,178
1047,Shirt_Polo_19.jpg,114,160,Shirt_Polo,28,14,114,138
1048,Shirt_Polo_2.jpg,228,350,Shirt_Polo,5,18,222,255
1049,Shirt_Polo_20.jpg,104,128,Shirt_Polo,4,2,101,121
1050,Shirt_Polo_21.jpg,128,160,Shirt_Polo,11,1,111,157
1051,Shirt_Polo_22.jpg,174,200,Shirt_Polo,1,2,171,200
1052,Shirt_Polo_23.jpg,210,234,Shirt_Polo,2,1,210,230
1053,Shirt_Polo_24.jpg,222,196,Shirt_Polo,83,13,222,188
1054,Shirt_Polo_25.jpg,130,132,Shirt_Polo,2,1,129,125
1055,Shirt_Polo_26.jpg,168,214,Shirt_Polo,4,4,168,211
1056,Shirt_Polo_28.jpg,128,172,Shirt_Polo,1,5,128,171
1057,Shirt_Polo_29.jpg,168,120,Shirt_Polo,1,55,147,120
1058,Shirt_Polo_3.jpg,412,480,Shirt_Polo,83,137,330,464
1059,Shirt_Polo_30.jpg,220,230,Shirt_Polo,1,2,220,191
1060,Shirt_Polo_31.jpg,196,266,Shirt_Polo,1,1,196,262
1061,Shirt_Polo_32.jpg,182,216,Shirt_Polo,1,1,181,216
1062,Shirt_Polo_33.jpg,164,202,Shirt_Polo,1,14,164,198
1063,Shirt_Polo_34.jpg,202,178,Shirt_Polo,1,1,200,178
1064,Shirt_Polo_35.jpg,134,116,Shirt_Polo,1,1,134,112
1065,Shirt_Polo_36.jpg,108,146,Shirt_Polo,1,26,108,117
1066,Shirt_Polo_37.jpg,104,138,Shirt_Polo,5,20,102,131
1067,Shirt_Polo_38.jpg,170,160,Shirt_Polo,8,1,170,133
1068,Shirt_Polo_39.jpg,146,132,Shirt_Polo,1,1,146,130
1069,Shirt_Polo_4.jpg,420,560,Shirt_Polo,105,112,331,461
1070,Shirt_Polo_40.jpg,144,198,Shirt_Polo,6,1,144,165
1071,Shirt_Polo_41.jpg,168,262,Shirt_Polo,2,59,168,242
1072,Shirt_Polo_42.jpg,94,124,Shirt_Polo,2,8,91,117
1073,Shirt_Polo_43.jpg,180,146,Shirt_Polo,4,3,179,145
1074,Shirt_Polo_44.jpg,118,170,Shirt_Polo,13,32,116,148
1075,Shirt_Polo_45.jpg,128,110,Shirt_Polo,1,2,128,109
1076,Shirt_Polo_46.jpg,138,126,Shirt_Polo,1,3,138,124
1077,Shirt_Polo_47.jpg,180,244,Shirt_Polo,3,3,180,230
1078,Shirt_Polo_48.jpg,220,238,Shirt_Polo,1,83,220,235
1079,Shirt_Polo_49.jpg,258,266,Shirt_Polo,4,1,257,266
1080,Shirt_Polo_5.jpg,225,225,Shirt_Polo,24,25,202,216
1081,Shirt_Polo_50.jpg,128,238,Shirt_Polo,2,1,125,223
1082,Shirt_Polo_51.jpg,126,106,Shirt_Polo,21,1,126,99
1083,Shirt_Polo_53.jpg,202,206,Shirt_Polo,1,7,202,201
1084,Shirt_Polo_55.jpg,212,238,Shirt_Polo,1,1,211,238
1085,Shirt_Polo_56.jpg,166,194,Shirt_Polo,2,115,166,193
1086,Shirt_Polo_57.jpg,208,210,Shirt_Polo,15,2,190,209
1087,Shirt_Polo_58.jpg,202,242,Shirt_Polo,2,37,202,240
1088,Shirt_Polo_59.jpg,128,128,Shirt_Polo,1,1,128,121
1089,Shirt_Polo_6.jpg,203,248,Shirt_Polo,18,48,160,242
1090,Shirt_Polo_60.jpg,160,158,Shirt_Polo,1,1,156,158
1091,Shirt_Polo_61.jpg,102,146,Shirt_Polo,8,8,102,129
1092,Shirt_Polo_63.jpg,130,134,Shirt_Polo,1,1,128,131
1093,Shirt_Polo_64.jpg,342,480,Shirt_Polo,10,62,342,462
1094,Shirt_Polo_65.jpg,460,597,Shirt_Polo,28,11,434,596
1095,Shirt_Polo_66.jpg,445,543,Shirt_Polo,77,118,408,534
1096,Shirt_Polo_7.jpg,200,252,Shirt_Polo,21,7,186,214
1097,Shirt_Polo_9.jpg,190,266,Shirt_Polo,8,72,170,266
1098,Shirt_Regular_1.jpg,197,256,Shirt_Regular,23,55,158,194
1099,Shirt_Regular_10.jpg,164,210,Shirt_Regular,1,2,156,209
1100,Shirt_Regular_11.jpg,248,266,Shirt_Regular,2,1,248,258
1101,Shirt_Regular_16.jpg,228,270,Shirt_Regular,1,1,228,266
1102,Shirt_Regular_17.jpg,168,196,Shirt_Regular,27,33,163,168
1103,Shirt_Regular_18.jpg,166,190,Shirt_Regular,9,1,166,187
1104,Shirt_Regular_19.jpg,188,254,Shirt_Regular,1,1,188,240
1105,Shirt_Regular_2.jpg,198,255,Shirt_Regular,35,79,168,207
1106,Shirt_Regular_20.jpg,172,190,Shirt_Regular,23,1,171,168
1107,Shirt_Regular_21.jpg,190,180,Shirt_Regular,1,1,190,173
1108,Shirt_Regular_22.jpg,184,236,Shirt_Regular,2,13,182,204
1109,Shirt_Regular_23.jpg,154,156,Shirt_Regular,3,1,154,148
1110,Shirt_Regular_24.jpg,144,198,Shirt_Regular,4,3,141,192
1111,Shirt_Regular_26.jpg,186,230,Shirt_Regular,1,1,183,206
1112,Shirt_Regular_27.jpg,254,228,Shirt_Regular,1,2,254,223
1113,Shirt_Regular_28.jpg,206,212,Shirt_Regular,3,1,206,211
1114,Shirt_Regular_29.jpg,114,132,Shirt_Regular,29,23,114,104
1115,Shirt_Regular_3.jpg,201,251,Shirt_Regular,33,83,164,245
1116,Shirt_Regular_30.jpg,166,154,Shirt_Regular,2,2,165,152
1117,Shirt_Regular_31.jpg,240,236,Shirt_Regular,3,11,239,223
1118,Shirt_Regular_32.jpg,238,262,Shirt_Regular,2,3,234,223
1119,Shirt_Regular_33.jpg,122,110,Shirt_Regular,1,1,122,106
1120,Shirt_Regular_34.jpg,162,232,Shirt_Regular,8,1,162,230
1121,Shirt_Regular_35.jpg,140,174,Shirt_Regular,2,5,140,170
1122,Shirt_Regular_36.jpg,150,114,Shirt_Regular,3,5,150,111
1123,Shirt_Regular_37.jpg,130,198,Shirt_Regular,8,10,81,197
1124,Shirt_Regular_38.jpg,118,198,Shirt_Regular,1,38,117,198
1125,Shirt_Regular_39.jpg,106,176,Shirt_Regular,2,37,105,174
1126,Shirt_Regular_4.jpg,225,225,Shirt_Regular,33,46,179,225
1127,Shirt_Regular_40.jpg,186,172,Shirt_Regular,2,1,186,162
1128,Shirt_Regular_41.jpg,180,244,Shirt_Regular,1,41,176,243
1129,Shirt_Regular_42.jpg,172,188,Shirt_Regular,2,1,169,186
1130,Shirt_Regular_43.jpg,102,114,Shirt_Regular,1,2,102,111
1131,Shirt_Regular_44.jpg,94,92,Shirt_Regular,3,3,93,85
1132,Shirt_Regular_45.jpg,178,266,Shirt_Regular,1,1,178,263
1133,Shirt_Regular_46.jpg,160,132,Shirt_Regular,2,5,160,131
1134,Shirt_Regular_47.jpg,124,176,Shirt_Regular,3,22,124,170
1135,Shirt_Regular_49.jpg,188,216,Shirt_Regular,3,2,186,173
1136,Shirt_Regular_5.jpg,201,250,Shirt_Regular,29,60,176,197
1137,Shirt_Regular_50.jpg,106,146,Shirt_Regular,1,1,106,144
1138,Shirt_Regular_53.jpg,220,196,Shirt_Regular,2,3,218,192
1139,Shirt_Regular_54.jpg,154,140,Shirt_Regular,1,2,152,120
1140,Shirt_Regular_55.jpg,218,212,Shirt_Regular,3,1,171,192
1141,Shirt_Regular_56.jpg,870,1110,Shirt_Regular,89,232,703,1044
1142,Shirt_Regular_57.jpg,500,399,Shirt_Regular,5,100,257,330
1143,Shirt_Regular_57.jpg,500,399,Shirt_Regular,289,102,483,361
1144,Shirt_Regular_6.jpg,182,226,Shirt_Regular,10,2,177,172
1145,Shirt_Regular_8.jpg,132,140,Shirt_Regular,3,3,129,134
1146,Shirt_Regular_9.jpg,188,214,Shirt_Regular,5,2,182,201
1147,Shirt_Regular_E1.jpg,750,1071,Shirt_Regular,6,26,750,1023
1148,Shirt_Regular_E2.jpg,244,244,Shirt_Regular,50,20,184,225
1149,Shirt_Regular_E3.jpg,197,256,Shirt_Regular,13,16,181,229
1150,Shirt_Regular_E4.jpg,183,275,Shirt_Regular,21,57,169,214
1151,Shirt_Regular_E5.jpg,225,225,Shirt_Regular,35,1,186,198
1152,Shirt_Regular_E6.jpg,225,225,Shirt_Regular,36,13,184,201
1153,Shirt_Regular_E7.jpg,188,268,Shirt_Regular,3,6,186,255
1154,Shirt_Regular_E8.jpg,183,275,Shirt_Regular,16,55,161,228
1155,Shirt_Regular_E9.jpg,225,225,Shirt_Regular,4,5,222,213
1177,Shoe_18.jpg,275,183,Shoe,71,131,126,182
1178,Shoe_18.jpg,275,183,Shoe,164,40,205,100
1179,Shoe_18.jpg,275,183,Shoe,198,47,241,90
1180,Shoe_19.jpg,205,246,Shoe,40,131,105,180
1181,Shoe_19.jpg,205,246,Shoe,66,179,147,224
1182,Shoe_2.jpg,480,320,Shoe,69,185,109,229
1183,Shoe_2.jpg,480,320,Shoe,134,189,168,226
1184,Shoe_2.jpg,480,320,Shoe,171,186,217,225
1185,Shoe_2.jpg,480,320,Shoe,223,192,254,242
1186,Shoe_2.jpg,480,320,Shoe,237,199,296,237
1187,Shoe_2.jpg,480,320,Shoe,287,218,327,265
1188,Shoe_2.jpg,480,320,Shoe,292,229,353,276
1189,Shoe_2.jpg,480,320,Shoe,368,255,417,314
1190,Shoe_20.jpg,242,209,Shoe,1,9,33,102
1191,Shoe_20.jpg,242,209,Shoe,55,90,200,171
1192,Shoe_21.jpg,1280,720,Shoe,350,393,561,616
1193,Shoe_21.jpg,1280,720,Shoe,773,407,962,620
1194,Shoe_22.jpg,750,714,Shoe,250,395,470,699
1195,Shoe_22.jpg,750,714,Shoe,426,359,714,673
1196,Shoe_23.jpg,960,640,Shoe,322,328,492,488
1197,Shoe_23.jpg,960,640,Shoe,469,81,627,233
1198,Shoe_24.jpg,600,737,Shoe,41,154,381,389
1199,Shoe_24.jpg,600,737,Shoe,230,416,533,631
1200,Shoe_25.jpg,1087,725,Shoe,11,278,532,455
1201,Shoe_25.jpg,1087,725,Shoe,698,567,919,674
1202,Shoe_25.jpg,1087,725,Shoe,866,476,1008,593
1203,Shoe_26.jpg,625,415,Shoe,192,76,399,305
1204,Shoe_26.jpg,625,415,Shoe,440,74,620,329
1205,Shoe_27.jpg,755,410,Shoe,432,177,550,344
1206,Shoe_28.jpg,1000,1500,Shoe,87,899,548,1165
1207,Shoe_28.jpg,1000,1500,Shoe,548,654,975,965
1208,Shoe_29.jpg,560,560,Shoe,23,108,544,453
1209,Shoe_3.jpg,400,267,Shoe,91,152,127,224
1210,Shoe_3.jpg,400,267,Shoe,124,189,164,252
1211,Shoe_30.jpg,800,1067,Shoe,155,726,329,897
1212,Shoe_30.jpg,800,1067,Shoe,295,723,472,891
1213,Shoe_31.jpg,650,450,Shoe,149,292,268,356
1214,Shoe_31.jpg,650,450,Shoe,483,209,567,345
1215,Shoe_32.jpg,500,333,Shoe,136,72,228,213
1216,Shoe_32.jpg,500,333,Shoe,254,127,463,305
1217,Shoe_33.jpg,530,298,Shoe,39,130,241,282
1218,Shoe_33.jpg,530,298,Shoe,212,123,417,237
1219,Shoe_34.jpg,300,199,Shoe,47,115,106,169
1220,Shoe_34.jpg,300,199,Shoe,117,83,179,175
1221,Shoe_35.jpg,1000,667,Shoe,129,137,352,596
1222,Shoe_35.jpg,1000,667,Shoe,416,126,596,387
1223,Shoe_36.jpg,602,422,Shoe,7,76,280,327
1224,Shoe_36.jpg,602,422,Shoe,277,196,582,338
1225,Shoe_4.jpg,1200,800,Shoe,405,567,708,708
1226,Shoe_4.jpg,1200,800,Shoe,720,558,965,740
1227,Shoe_5.jpg,500,722,Shoe,74,253,298,578
1228,Shoe_5.jpg,500,722,Shoe,53,461,436,649
1229,Shoe_6.jpg,262,276,Shoe,5,39,190,236
1230,Shoe_6.jpg,262,276,Shoe,109,96,262,244
1231,Shoe_7.jpg,600,400,Shoe,289,191,410,358
1232,Shoe_7.jpg,600,400,Shoe,441,37,571,255
1233,Shoe_8.jpg,720,480,Shoe,88,309,187,429
1234,Shoe_8.jpg,720,480,Shoe,228,307,383,448
1235,Shoe_8.jpg,720,480,Shoe,407,225,583,364
1236,Shoe_8.jpg,720,480,Shoe,461,275,680,429
1237,Shoe_9.jpg,720,864,Shoe,110,591,256,739
1238,Shoe_9.jpg,720,864,Shoe,276,688,381,828
1239,Short_Regular_11.jpg,391,533,Short_Regular,28,52,358,484
1240,Short_Regular_12.jpg,385,385,Short_Regular,121,11,268,205
1241,Short_Regular_13.jpg,679,679,Short_Regular,239,14,477,354
1242,Short_Regular_14.jpg,391,533,Short_Regular,91,63,291,293
1243,Short_Regular_15.jpg,385,385,Short_Regular,128,2,275,137
1244,Short_Regular_16.jpg,423,550,Short_Regular,77,7,326,275
1245,Short_Regular_17.jpg,342,445,Short_Regular,81,15,243,209
1246,Short_Regular_18.jpg,423,550,Short_Regular,102,3,324,282
1247,Short_Regular_19.jpg,1154,1500,Short_Regular,318,42,848,606
1248,Short_Regular_20.jpg,423,550,Short_Regular,94,24,324,281
1249,Short_Regular_21.jpg,236,317,Short_Regular,50,24,182,157
1250,Short_Regular_22.jpg,800,800,Short_Regular,275,155,491,402
1251,Short_Regular_23.jpg,391,533,Short_Regular,52,236,213,384
1252,Short_Regular_24.jpg,216,307,Short_Regular,6,5,210,238
1253,Short_Regular_25.jpg,216,307,Short_Regular,9,21,211,285
1254,Short_Regular_26.jpg,420,560,Short_Regular,97,64,305,301
1255,Short_Regular_27.jpg,201,251,Short_Regular,36,43,171,177
1256,Short_Regular_28.jpg,201,251,Short_Regular,14,2,120,131
1257,Short_Regular_29.jpg,201,251,Short_Regular,7,10,193,237
1258,Short_Regular_30.jpg,225,225,Short_Regular,76,42,159,120
1259,Short_Regular_31.jpg,190,266,Short_Regular,37,6,142,121
1260,Short_Regular_32.jpg,93,209,Short_Regular,3,1,90,111
1261,Short_Regular_33.jpg,225,225,Short_Regular,78,16,155,108
1262,Short_Regular_34.jpg,187,270,Short_Regular,63,118,134,186
1263,Short_Regular_35.jpg,200,252,Short_Regular,10,9,186,205
1264,Short_Regular_36.jpg,164,205,Short_Regular,13,3,123,101
1265,Short_Regular_37.jpg,225,225,Short_Regular,22,5,213,178
1266,Short_Regular_38.jpg,225,225,Short_Regular,67,2,159,93
1267,Short_Regular_39.jpg,225,225,Short_Regular,63,1,152,103
1268,Short_Regular_40.jpg,194,259,Short_Regular,48,3,159,134
1269,Short_Regular_41.jpg,194,259,Short_Regular,44,3,137,139
1270,Short_Regular_42.jpg,225,225,Short_Regular,27,8,187,187
1271,Short_Regular_43.jpg,247,204,Short_Regular,92,7,173,90
1272,Short_Regular_44.jpg,225,225,Short_Regular,25,5,195,189
1273,Short_Regular_45.jpg,225,225,Short_Regular,81,1,158,99
1274,Short_Regular_46.jpg,264,600,Short_Regular,34,7,261,311
1275,Short_Regular_47.jpg,1600,2239,Short_Regular,446,37,1201,840
1276,Short_Regular_48.jpg,1600,2239,Short_Regular,363,71,1222,919
1277,Short_Regular_49.jpg,480,693,Short_Regular,174,316,336,509
1278,Short_Regular_50.jpg,480,640,Short_Regular,164,76,386,368
1279,Short_Regular_51.jpg,480,640,Short_Regular,133,70,331,358
1280,Short_Regular_52.jpg,480,640,Short_Regular,124,47,340,359
1281,Short_Regular_53.jpg,164,205,Short_Regular,28,3,141,158
1282,Short_Regular_54.jpg,850,995,Short_Regular,141,27,709,831
1283,Short_Regular_55.jpg,520,650,Short_Regular,86,26,458,414
1284,Short_Regular_56.jpg,616,800,Short_Regular,214,70,489,355
1285,Short_Regular_57.jpg,616,800,Short_Regular,163,52,454,308
1286,Short_Regular_58.jpg,616,800,Short_Regular,150,73,444,391
1287,Short_Regular_59.jpg,616,800,Short_Regular,194,105,459,413
1288,Short_Regular_60.jpg,616,800,Short_Regular,197,114,466,335
1289,Short_Regular_61.jpg,616,800,Short_Regular,167,84,461,362
1290,Short_Regular_62.jpg,616,800,Short_Regular,184,84,450,341
1291,Short_Regular_63.jpg,616,800,Short_Regular,169,103,461,385
1292,Short_Regular_64.jpg,616,800,Short_Regular,149,31,467,401
1293,Short_Regular_65.jpg,1200,630,Short_Regular,375,5,665,289
1294,Short_Regular_66.jpg,305,598,Short_Regular,36,7,305,314
1295,Short_Regular_67.jpg,360,594,Short_Regular,64,3,339,312
1296,Short_Regular_68.jpg,320,400,Short_Regular,74,9,252,266
1297,Short_Regular_69.jpg,450,600,Short_Regular,109,11,361,308
1298,Short_Regular_70.jpg,566,1200,Short_Regular,67,51,532,651
1299,Short_Regular_71.jpg,500,500,Short_Regular,151,51,381,304
1300,Short_Regular_72.jpg,320,400,Short_Regular,30,6,229,214
1301,Short_Regular_73.jpg,720,960,Short_Regular,201,33,632,478
1302,Short_Regular_74.jpg,720,960,Short_Regular,140,130,556,534
1303,Short_Regular_75.jpg,500,500,Short_Regular,138,90,338,282
1304,Short_Regular_76.jpg,500,500,Short_Regular,216,235,369,363
1305,Short_Regular_77.jpg,500,500,Short_Regular,111,78,307,282
1306,Short_Regular_78.jpg,500,500,Short_Regular,131,91,319,321
1307,Short_Regular_79.jpg,225,225,Short_Regular,34,17,200,208
1308,Short_Regular_80.jpg,225,225,Short_Regular,82,33,150,120
1309,Short_Regular_81.jpg,242,300,Short_Regular,21,11,226,285
1310,Short_Regular_82.jpg,492,640,Short_Regular,130,18,386,304
1311,Short_Regular_83.jpg,0,0,Short_Regular,194,31,558,456
1313,Skirt_Long_12.jpg,236,385,Skirt_Long,67,100,167,374
1314,Skirt_Long_13.jpg,236,236,Skirt_Long,84,85,170,235
1315,Skirt_Long_14.jpg,236,365,Skirt_Long,1,159,235,348
1316,Skirt_Long_15.jpg,236,353,Skirt_Long,73,131,168,341
1317,Skirt_Long_16.jpg,236,354,Skirt_Long,58,164,193,349
1318,Skirt_Long_17.jpg,236,354,Skirt_Long,17,55,231,303
1319,Skirt_Long_18.jpg,691,1037,Skirt_Long,100,76,603,890
1320,Skirt_Long_19.jpg,236,386,Skirt_Long,7,93,218,374
1321,Skirt_Long_20.jpg,236,328,Skirt_Long,83,5,208,253
1322,Skirt_Long_21.jpg,800,800,Skirt_Long,233,90,581,648
1323,Skirt_Long_22.jpg,400,566,Skirt_Long,130,205,251,461
1324,Skirt_Long_23.jpg,236,584,Skirt_Long,29,199,236,459
1325,Skirt_Long_24.jpg,555,600,Skirt_Long,186,234,377,592
1326,Skirt_Long_25.jpg,236,353,Skirt_Long,67,124,166,340
1327,Skirt_Long_26.jpg,1000,1500,Skirt_Long,169,486,973,1431
1328,Skirt_Long_27.jpg,304,310,Skirt_Long,3,107,106,308
1329,Skirt_Long_27.jpg,304,310,Skirt_Long,146,6,304,305
1330,Skirt_Long_28.jpg,1024,768,Skirt_Long,10,316,262,749
1331,Skirt_Long_28.jpg,1024,768,Skirt_Long,249,286,518,750
1332,Skirt_Long_28.jpg,1024,768,Skirt_Long,496,292,781,766
1333,Skirt_Long_28.jpg,1024,768,Skirt_Long,774,298,1021,768
1334,Skirt_Long_29.jpg,900,1465,Skirt_Long,142,605,760,1383
1335,Skirt_Long_30.jpg,500,753,Skirt_Long,154,302,332,696
1336,Skirt_Long_31.jpg,570,504,Skirt_Long,15,128,295,484
1337,Skirt_Long_31.jpg,570,504,Skirt_Long,321,161,570,492
1338,Skirt_Long_32.jpg,236,629,Skirt_Long,30,220,185,623
1339,Skirt_Long_33.jpg,565,1934,Skirt_Long,33,805,536,1743
1340,Skirt_Long_34.jpg,183,275,Skirt_Long,43,43,150,247
1341,Skirt_Long_35.jpg,300,300,Skirt_Long,64,103,222,291
1342,Skirt_Long_36.jpg,350,350,Skirt_Long,91,84,237,328
1343,Skirt_Long_37.jpg,600,702,Skirt_Long,173,233,404,663
1344,Skirt_Long_38.jpg,800,800,Skirt_Long,251,280,540,711
1345,Skirt_Long_39.jpg,800,800,Skirt_Long,225,273,537,720
1346,Skirt_Long_40.jpg,600,600,Skirt_Long,7,231,127,472
1347,Skirt_Long_40.jpg,600,600,Skirt_Long,172,225,298,486
1348,Skirt_Long_40.jpg,600,600,Skirt_Long,365,226,517,475
1349,Skirt_Long_41.jpg,195,259,Skirt_Long,61,89,147,250
1350,Skirt_Long_42.jpg,225,225,Skirt_Long,9,9,103,182
1351,Skirt_Long_42.jpg,225,225,Skirt_Long,111,13,201,213
1352,Skirt_Long_43.jpg,225,225,Skirt_Long,76,51,155,212
1353,Skirt_Long_44.jpg,183,276,Skirt_Long,8,28,144,221
1354,Skirt_Long_45.jpg,275,183,Skirt_Long,32,3,105,161
1355,Skirt_Long_45.jpg,275,183,Skirt_Long,173,5,247,173
1356,Skirt_Long_46.jpg,199,253,Skirt_Long,31,8,172,237
1357,Skirt_Long_47.jpg,300,450,Skirt_Long,82,157,209,364
1358,Skirt_Long_48.jpg,800,1200,Skirt_Long,79,393,669,900
1359,Skirt_Long_49.jpg,800,1200,Skirt_Long,68,416,640,1082
1360,Skirt_Long_50.jpg,1280,1921,Skirt_Long,306,627,1009,1810
1361,Skirt_Long_51.jpg,300,450,Skirt_Long,69,221,273,450
1362,Skirt_Long_52.jpg,300,300,Skirt_Long,74,10,224,294
1363,Skirt_Long_53.jpg,900,1320,Skirt_Long,297,536,637,1026
1364,Skirt_Long_54.jpg,452,452,Skirt_Long,48,132,384,433
1365,Skirt_Long_55.jpg,600,600,Skirt_Long,127,182,433,564
1366,Skirt_Long_56.jpg,452,452,Skirt_Long,56,146,326,448
1367,Skirt_Long_57.jpg,600,600,Skirt_Long,177,42,426,557
1368,Skirt_Long_58.jpg,600,600,Skirt_Long,146,39,501,544
1369,Skirt_Long_59.jpg,452,452,Skirt_Long,106,26,345,425
1370,Skirt_Long_60.jpg,1000,733,Skirt_Long,343,237,578,558
1371,Skirt_Long_61.jpg,1000,1473,Skirt_Long,255,691,635,1289
1372,Skirt_Long_62.jpg,500,749,Skirt_Long,177,312,383,707
1373,Skirt_Long_63.jpg,500,753,Skirt_Long,134,147,388,699
1374,Skirt_Long_64.jpg,350,350,Skirt_Long,98,31,273,291
1375,Skirt_Long_65.jpg,750,750,Skirt_Long,211,1,661,593
1376,Skirt_Long_66.jpg,750,750,Skirt_Long,221,116,644,684
1377,Skirt_Long_67.jpg,750,750,Skirt_Long,160,112,516,706
1378,Skirt_Long_68.jpg,750,750,Skirt_Long,241,96,546,622
1379,Skirt_Long_69.jpg,750,750,Skirt_Long,202,101,568,700
1380,Skirt_Long_70.jpg,750,870,Skirt_Long,186,342,508,819
1381,Skirt_Long_71.jpg,640,640,Skirt_Long,106,11,571,508
1382,Skirt_Long_72.jpg,300,450,Skirt_Long,94,183,210,426
1383,Skirt_Long_73.jpg,1000,1500,Skirt_Long,362,729,721,1395
1384,Skirt_Long_74.jpg,679,511,Skirt_Long,29,42,330,456
1385,Skirt_Long_74.jpg,679,511,Skirt_Long,358,42,655,442
1386,Skirt_Long_75.jpg,800,800,Skirt_Long,285,62,573,658
1387,Skirt_Long_76.jpg,600,600,Skirt_Long,53,201,292,570
1388,Skirt_Long_76.jpg,600,600,Skirt_Long,327,32,568,585
1389,Skirt_Long_77.jpg,640,640,Skirt_Long,213,220,419,572
1390,Skirt_Long_78.jpg,640,640,Skirt_Long,234,257,407,534
1391,Skirt_Long_79.jpg,800,800,Skirt_Long,170,24,631,645
1392,Skirt_Short_10.jpg,720,720,Skirt_Short,33,347,310,603
1393,Skirt_Short_11.jpg,679,800,Skirt_Short,23,26,642,725
1394,Skirt_Short_12.jpg,236,235,Skirt_Short,47,106,184,232
1395,Skirt_Short_13.jpg,225,225,Skirt_Short,1,2,110,96
1396,Skirt_Short_14.jpg,194,259,Skirt_Short,46,24,129,124
1397,Skirt_Short_15.jpg,195,258,Skirt_Short,51,4,155,98
1398,Skirt_Short_16.jpg,221,228,Skirt_Short,75,122,204,197
1399,Skirt_Short_17.jpg,225,225,Skirt_Short,58,103,182,196
1400,Skirt_Short_18.jpg,225,225,Skirt_Short,20,35,218,197
1401,Skirt_Short_19.jpg,251,201,Skirt_Short,81,5,181,78
1402,Skirt_Short_20.jpg,500,683,Skirt_Short,159,223,410,510
1403,Skirt_Short_21.jpg,236,354,Skirt_Short,66,123,181,211
1404,Skirt_Short_22.jpg,280,280,Skirt_Short,99,116,219,228
1405,Skirt_Short_23.jpg,280,420,Skirt_Short,77,182,257,385
1406,Skirt_Short_24.jpg,295,443,Skirt_Short,45,6,228,222
1407,Skirt_Short_25.jpg,380,380,Skirt_Short,81,58,293,262
1408,Skirt_Short_26.jpg,183,275,Skirt_Short,4,32,183,216
1409,Skirt_Short_27.jpg,225,225,Skirt_Short,5,17,212,193
1410,Skirt_Short_28.jpg,183,275,Skirt_Short,28,19,149,128
1411,Skirt_Short_29.jpg,225,225,Skirt_Short,75,10,160,99
1412,Skirt_Short_30.jpg,183,275,Skirt_Short,69,124,172,230
1413,Skirt_Short_31.jpg,183,275,Skirt_Short,59,99,126,175
1414,Skirt_Short_32.jpg,183,275,Skirt_Short,36,90,137,164
1415,Skirt_Short_33.jpg,225,225,Skirt_Short,73,9,167,108
1416,Skirt_Short_34.jpg,225,225,Skirt_Short,21,27,207,190
1417,Skirt_Short_35.jpg,195,259,Skirt_Short,3,61,195,222
1418,Skirt_Short_36.jpg,225,225,Skirt_Short,69,78,138,144
1419,Skirt_Short_37.jpg,194,259,Skirt_Short,52,18,170,141
1420,Skirt_Short_38.jpg,225,225,Skirt_Short,59,99,194,222
1421,Skirt_Short_39.jpg,225,225,Skirt_Short,28,14,215,177
1422,Skirt_Short_40.jpg,184,275,Skirt_Short,14,138,167,270
1423,Skirt_Short_41.jpg,195,258,Skirt_Short,32,145,182,247
1424,Skirt_Short_42.jpg,225,225,Skirt_Long,52,81,211,215
1425,Skirt_Short_43.jpg,186,270,Skirt_Short,31,75,145,165
1426,Skirt_Short_44.jpg,225,225,Skirt_Short,49,80,120,161
1427,Skirt_Short_45.jpg,202,250,Skirt_Short,52,90,132,157
1428,Skirt_Short_46.jpg,190,266,Skirt_Short,59,103,151,178
1429,Skirt_Short_47.jpg,198,255,Skirt_Short,64,85,150,153
1430,Skirt_Short_48.jpg,204,247,Skirt_Short,5,3,155,151
1431,Skirt_Short_49.jpg,187,270,Skirt_Short,35,79,153,191
1432,Skirt_Short_50.jpg,192,262,Skirt_Short,5,84,135,198
1433,Skirt_Short_51.jpg,183,275,Skirt_Short,47,87,111,179
1434,Skirt_Short_52.jpg,271,186,Skirt_Short,71,66,197,159
1435,Skirt_Short_53.jpg,183,275,Skirt_Short,33,157,146,264
1436,Skirt_Short_54.jpg,200,233,Skirt_Short,27,10,169,176
1437,Skirt_Short_55.jpg,201,251,Skirt_Short,110,103,189,181
1438,Skirt_Short_56.jpg,183,275,Skirt_Short,60,89,138,198
1439,Skirt_Short_57.jpg,185,272,Skirt_Short,33,135,157,260
1440,Skirt_Short_58.jpg,183,275,Skirt_Short,53,96,142,216
1441,Skirt_Short_59.jpg,183,275,Skirt_Short,42,18,183,157
1442,Skirt_Short_60.jpg,225,225,Skirt_Short,65,3,162,118
1443,Skirt_Short_61.jpg,195,258,Skirt_Short,40,12,153,167
1444,Skirt_Short_62.jpg,225,225,Skirt_Short,52,71,178,219
1445,Skirt_Short_63.jpg,183,275,Skirt_Short,31,83,115,193
1446,Skirt_Short_64.jpg,186,270,Skirt_Short,60,85,131,190
1447,Skirt_Short_65.jpg,194,259,Skirt_Short,57,83,140,184
1448,Skirt_Short_66.jpg,190,265,Skirt_Short,37,9,125,164
